_ESTYPE_,_TYPE_,_WEIGHT_,Banten,DIY,DKI_Jakarta,Jawa_Barat,Jawa_Tengah,Jawa_Timur
OLS,RESIDUAL,1,-0.04,-0.15,0.13,-0.06,-0.04,0.03
OLS,RESIDUAL,1,-0.03,-0.19,0.06,-0.01,-0.04,-0.40
OLS,RESIDUAL,1,0.02,-0.08,0.08,-0.01,-0.01,-0.11
OLS,RESIDUAL,1,-0.00,-0.10,-0.02,0.03,-0.05,0.02
OLS,RESIDUAL,1,0.02,0.16,0.01,0.04,0.02,0.12
OLS,RESIDUAL,1,0.06,0.10,0.05,-0.06,-0.05,-0.05
OLS,RESIDUAL,1,0.03,-0.15,0.00,0.02,-0.01,-0.06
OLS,RESIDUAL,1,-0.03,-0.13,0.07,-0.04,-0.03,-0.13
OLS,RESIDUAL,1,0.01,-0.20,0.05,0.03,-0.03,-0.10
OLS,RESIDUAL,1,0.00,-0.13,-0.06,0.01,0.00,0.03
OLS,RESIDUAL,1,-0.11,-0.18,0.31,-0.17,-0.10,-0.12
OLS,RESIDUAL,1,0.03,-0.09,0.04,0.07,0.04,-0.04
OLS,RESIDUAL,1,0.04,-0.19,0.02,0.01,-0.01,-0.01
OLS,RESIDUAL,1,-0.04,-0.39,0.12,-0.07,-0.02,-0.36
OLS,RESIDUAL,1,0.02,0.11,0.04,0.00,0.06,0.08
OLS,RESIDUAL,1,0.02,0.07,-0.05,0.04,0.01,0.01
OLS,RESIDUAL,1,0.12,0.26,-0.04,0.06,0.06,0.25
OLS,RESIDUAL,1,0.05,0.09,-0.04,0.04,-0.02,-0.02
OLS,RESIDUAL,1,-0.09,-0.24,0.15,-0.00,-0.07,-0.24
OLS,RESIDUAL,1,0.15,0.40,-0.10,0.06,0.13,0.38
OLS,RESIDUAL,1,0.03,0.32,-0.12,0.09,0.10,0.26
OLS,RESIDUAL,1,-0.09,0.16,0.08,-0.06,0.01,-0.03
OLS,RESIDUAL,1,0.11,0.11,-0.09,0.08,0.09,0.13
OLS,RESIDUAL,1,-0.01,0.06,-0.11,0.04,-0.03,0.13
OLS,RESIDUAL,1,-0.07,-0.42,0.18,-0.12,-0.23,-0.24
OLS,RESIDUAL,1,0.25,0.62,-0.27,0.19,0.27,0.76
OLS,RESIDUAL,1,-0.16,-0.45,0.21,-0.19,-0.15,-0.27
OLS,RESIDUAL,1,0.02,0.19,0.02,0.05,0.09,0.14
OLS,RESIDUAL,1,0.14,0.16,-0.11,0.14,0.09,0.14
